,v1,v2
248,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
1580,ham,"I shall book chez jules for half eight, if that's ok with you?"
598,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
4524,ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
3539,ham,"I'll get there at 3, unless you guys want me to come some time sooner"
2236,ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
5086,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
2985,spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
1212,ham,"Yo, the game almost over? Want to go to walmart soon"
712,spam,08714712388 between 10am-7pm Cost 10p
1086,ham,I don't think he has spatula hands!
453,ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
3728,ham,I'm at home. Please call
889,ham,Wife.how she knew the time of murder exactly
1937,ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
102,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
4922,ham,Oh yah... We never cancel leh... Haha 
1231,ham,have got * few things to do. may be in * pub later.
4333,ham,Boo what time u get out? U were supposed to take me shopping today. :(
2550,ham,Please sen :)my kind advice :-)please come here and try:-)
3311,ham,I know you are serving. I mean what are you doing now.
107,ham,How would my ip address test that considering my computer isn't a minecraft server
3414,ham,He remains a bro amongst bros
29,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
3945,ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
4490,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
4818,ham,Got smaller capacity one? Quite ex...
1400,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
239,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
5270,ham,Did u fix the teeth?if not do it asap.ok take care.
2329,ham,Am surfing online store. For offers do you want to buy any thing.
2471,ham,"sry can't talk on phone, with parents"
3181,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2284,ham,"Velly good, yes please!"
5506,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
737,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
4228,ham,Have you bookedthe hut? And also your time off? How are you by the way?
2721,ham,I'm working technical support :)voice process.
4410,ham,Ya but it cant display internal subs so i gotta extract them
2495,spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
3562,spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
465,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
1268,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA
2440,ham,"Great. I'm in church now, will holla when i get out"
1297,ham,"K so am I, how much for an 8th? Fifty?"
199,ham,"Found it, ENC  &lt;#&gt; , where you at?"
4368,ham,Anytime lor...
1564,ham,Tmrw. Im finishing 9 doors
4274,ham,Haiyoh... Maybe your hamster was jealous of million
5072,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
5076,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
3722,ham,We left already we at orchard now.
2727,ham,Whatsup there. Dont u want to sleep
2313,ham,So what do you guys do.
3113,ham,Yes watching footie but worried we're going to blow it - Phil Neville?
3816,ham,This is my number by vivek..
2997,ham,No b4 Thursday
3195,ham,"I av a new number,  . Wil u only use this one,ta."
3542,ham,I'm e person who's doing e sms survey...
1224,spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
4435,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2252,ham,Den wat will e schedule b lk on sun?
5198,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
5207,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
3994,ham,R u in this continent?
4876,ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
3384,ham,Ok can...
3603,ham,Hey morning what you come to ask:-) pa...
4013,ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
2277,ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
4357,spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
763,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
1760,ham,Nt yet chikku..simple habba..hw abt u?
1520,spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
4280,ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
293,ham,Are you this much buzy
371,ham,I will spoil you in bed as well :)
5227,ham,I re-met alex nichols from middle school and it turns out he's dealing!
2759,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
1057,ham,Ard 515 like dat. Y?
977,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
879,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
1038,ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
626,ham,How many licks does it take to get to the center of a tootsie pop?
157,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
4161,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
245,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
996,ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
367,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
2232,ham,Nothing just getting msgs by dis name wit different no's..
3678,ham,Stupid.its not possible
3469,ham,aathi..where are you dear..
730,spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
5193,ham,"It's wylie, you in tampa or sarasota?"
2842,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
3897,ham,Otherwise had part time job na-tuition..
1786,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
1561,ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
3725,ham,No chikku nt yet.. Ya i'm free
599,ham,I'm going out to buy mum's present ar.
3958,ham,Have a nice day my dear.
5026,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
5038,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
5307,ham,What you did in  leave.
681,ham,ÌÏ log off 4 wat. It's sdryb8i
1126,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
1835,ham,* Will be september by then!
2052,spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
2330,ham,Long beach lor. Expected... U having dinner now?
1941,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
151,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
2673,ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
1539,ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
5182,ham,I sent them. Do you like?
4047,ham,Lol or I could just starve and lose a pound by the end of the day.
447,ham,I wont get concentration dear you know you are my mind and everything :-)
3405,ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
5167,ham,Oh did you charge camera
3793,ham,Short But Cute: \Be a good person
810,ham,S:)s.nervous  &lt;#&gt; :)
3662,ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
2531,ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
4152,spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
1620,ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
1471,ham,Oh. U must have taken your REAL Valentine out shopping first.
576,ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
2447,ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...
711,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
829,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
5434,ham,Jesus armand really is trying to tell everybody he can find
625,ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
5350,ham,No one interested. May be some business plan.
1630,ham,I am going to film 2day da. At 6pm. Sorry da.
3164,ham,Cheers for the card ... Is it that time of year already?
4874,ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
410,ham,Come by our room at some point so we can iron out the plan for this weekend
491,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
5262,ham,Did you see that film:)
4879,ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
5480,ham,Have you seen who's back at Holby?!
4665,ham,Not..tel software name..
471,ham,"How long has it been since you screamed, princess?"
1732,ham,"K, can that happen tonight?"
3912,ham,Yeah whatever lol
2118,spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
